City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,Wisconsin Rapids,US,44.3836,-89.8174,27.79,58,0,4.61,clear sky
451,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.55,90,21,7.16,few clouds
452,Strezhevoy,RU,60.7333,77.5889,6.78,95,100,9.01,overcast clouds
453,Pisco,PE,-13.7,-76.2167,73.45,68,75,4.61,broken clouds
454,Bani Walid,LY,31.7566,13.9942,47.5,81,0,8.39,clear sky
455,Wuda,CN,39.4994,106.7117,10.51,40,0,2.19,clear sky
456,Mailsi,PK,29.8003,72.1758,56.68,29,0,3.09,clear sky
457,Choix,MX,26.7092,-108.3219,80.15,20,59,7.52,broken clouds
458,Iskateley,RU,67.6803,53.1512,12.74,93,100,14.47,overcast clouds
459,Micomeseng,GQ,2.1462,10.6164,69.98,99,100,2.71,overcast clouds
460,Vostok,RU,46.4856,135.8833,-19.3,99,60,3.13,broken clouds
461,Price,US,39.5994,-110.8107,47.12,28,0,0.0,clear sky
462,Aklavik,CA,68.2191,-135.0107,2.23,97,100,3.65,overcast clouds
463,Maamba,ZM,-17.3667,27.15,68.45,94,100,3.85,light rain
464,Awjilah,LY,29.1081,21.2869,54.0,58,79,13.29,broken clouds
465,Palmerston,AU,-12.486,130.9833,85.98,73,20,21.85,few clouds
466,Zhigansk,RU,66.7697,123.3711,-33.23,100,100,1.74,overcast clouds
467,Teahupoo,PF,-17.8333,-149.2667,80.56,75,93,12.59,overcast clouds
468,Bonthe,SL,7.5264,-12.505,77.81,87,11,6.82,few clouds
469,Ust-Kan,RU,50.9276,84.761,2.64,91,93,3.67,overcast clouds
470,Jangaon,IN,17.7167,79.1833,63.37,28,1,4.05,clear sky
471,Killybegs,IE,54.6333,-8.45,43.45,75,89,28.86,overcast clouds
472,Takoradi,GH,4.8845,-1.7554,78.69,83,85,4.94,overcast clouds
473,Paragominas,BR,-2.9667,-47.4833,72.0,97,96,3.15,overcast clouds
474,Lakkoma,GR,40.3833,23.05,45.54,67,0,5.75,clear sky
475,Farafangana,MG,-22.8167,47.8333,74.41,79,19,3.71,few clouds
476,Fort-Shevchenko,KZ,44.5086,50.263,37.6,82,92,6.85,overcast clouds
477,Bodden Town,KY,19.2833,-81.25,70.0,57,40,8.99,scattered clouds
478,Seaca,RO,43.75,25.0667,39.88,60,40,22.15,scattered clouds
479,Cabedelo,BR,-6.9811,-34.8339,81.27,75,11,11.7,few clouds
480,Llaillay,CL,-32.85,-70.9667,83.12,55,1,7.36,clear sky
481,Bardsir,IR,29.9227,56.5743,33.85,45,80,11.01,broken clouds
482,Khilok,RU,51.3674,110.4676,-15.27,99,97,2.71,overcast clouds
483,Faanui,PF,-16.4833,-151.75,80.83,72,15,10.51,few clouds
484,Carlsbad,US,33.1581,-117.3506,76.39,68,0,4.0,clear sky
485,Eureka,US,40.8021,-124.1637,59.67,76,89,1.01,overcast clouds
486,Road Town,VG,18.4167,-64.6167,78.89,73,20,4.61,few clouds
487,Trelew,AR,-43.249,-65.3051,61.23,31,83,11.36,broken clouds
488,Concarneau,FR,47.875,-3.9225,50.83,75,100,12.48,overcast clouds
489,Henties Bay,NA,-22.116,14.2845,65.86,79,100,7.74,overcast clouds
490,Sokoto,NG,13.0609,5.239,70.03,11,3,16.78,clear sky
491,Yongan,CN,39.6957,113.6871,9.59,73,93,12.8,overcast clouds
492,Colesberg,ZA,-30.72,25.0972,70.59,59,100,13.11,light rain
493,Asau,RO,46.4333,26.4,40.39,65,99,16.69,overcast clouds
494,Kulebaki,RU,55.4133,42.5325,20.43,94,100,8.21,overcast clouds
495,Tutoia,BR,-2.7619,-42.2744,82.38,79,98,11.48,overcast clouds
496,Bo Rai,TH,12.5728,102.5371,82.85,95,48,1.28,scattered clouds
497,Ilyich,KZ,40.8464,68.5067,33.12,63,2,4.88,clear sky
498,Galesong,ID,-5.3166,119.3661,77.02,79,100,8.28,overcast clouds
499,Kavaratti,IN,10.5669,72.642,81.23,72,12,7.4,few clouds
500,Buarcos,PT,40.166,-8.8768,48.54,60,92,6.55,overcast clouds
501,Champerico,GT,14.3,-91.9167,91.94,68,4,10.71,clear sky
502,Abu Dhabi,AE,24.4667,54.3667,66.96,73,0,1.14,clear sky
503,Trairi,BR,-3.2778,-39.2689,76.75,88,100,6.33,overcast clouds
504,Kaseda,JP,31.4167,130.3167,40.23,59,7,14.32,clear sky
505,Mersing,MY,2.4312,103.8405,78.71,83,96,6.91,overcast clouds
506,Bayangol,RU,50.6977,103.4656,-17.46,97,38,3.15,scattered clouds
507,Kijang,KR,35.2442,129.2139,28.13,29,0,4.32,clear sky
508,Dauphin,CA,51.1494,-100.0502,24.94,68,0,9.22,clear sky
509,Kitgum,UG,3.2783,32.8867,75.33,32,76,0.72,broken clouds
510,Balotra,IN,25.8333,72.2333,61.74,67,0,8.25,clear sky
511,Bathsheba,BB,13.2167,-59.5167,79.41,69,40,13.8,scattered clouds
512,Vilani,LV,56.5525,26.9245,28.62,99,100,1.77,overcast clouds
513,Hurricane,US,37.1753,-113.2899,62.94,24,0,2.37,clear sky
514,Port Augusta,AU,-32.5,137.7667,87.71,36,98,6.08,overcast clouds
515,Port Hardy,CA,50.6996,-127.4199,42.76,93,100,6.91,light rain
516,Sisimiut,GL,66.9395,-53.6735,2.41,81,100,18.75,overcast clouds
517,Namibe,AO,-15.1961,12.1522,73.11,70,100,5.86,overcast clouds
518,Uturoa,PF,-16.7333,-151.4333,80.69,72,17,10.33,few clouds
519,Mnogovershinnyy,RU,53.9353,139.9242,1.9,96,100,6.24,light snow
520,Buraydah,SA,26.326,43.975,55.85,41,86,11.59,overcast clouds
521,Brookings,US,44.3114,-96.7984,22.05,80,0,13.8,clear sky
522,Swan Hill,AU,-35.3378,143.5544,85.55,28,0,5.39,clear sky
523,Zelezna Ruda,CZ,49.1374,13.2352,31.62,79,74,6.91,broken clouds
524,Mecca,SA,21.4267,39.8261,68.47,58,99,4.65,overcast clouds
525,Manaure,CO,11.7751,-72.4445,80.71,76,8,17.22,clear sky
526,Lubbock,US,33.6001,-101.8338,61.38,26,75,1.01,broken clouds
527,Wyndham,US,37.6985,-77.6125,35.4,45,40,5.01,scattered clouds
528,Atascadero,US,35.4894,-120.6707,69.46,33,0,5.99,clear sky
529,Iqaluit,CA,63.7506,-68.5145,-18.67,76,20,4.61,few clouds
530,Villazon,BO,-22.0866,-65.5942,52.23,79,81,10.27,broken clouds
531,Hobyo,SO,5.3505,48.5268,76.57,79,96,16.17,light rain
532,Vorontsovka,RU,50.6132,40.3549,32.54,97,100,17.31,light snow
533,Arlit,NE,18.7369,7.3853,63.9,15,1,13.73,clear sky
534,Fort Nelson,CA,58.8053,-122.7002,0.99,71,75,13.8,light snow
535,Bilsanda,IN,28.25,79.95,49.39,69,0,2.73,clear sky
536,Lavrentiya,RU,65.5833,-171.0,-5.22,91,5,3.78,clear sky
537,Dhidhdhoo,MV,6.8833,73.1,81.16,74,25,8.19,scattered clouds
538,Porto Nacional,BR,-10.7081,-48.4172,80.6,92,100,2.1,overcast clouds
539,Hay River,CA,60.8156,-115.7999,-7.62,77,100,6.91,light snow
540,Paulo Afonso,BR,-9.4061,-38.2147,82.33,55,90,14.34,overcast clouds
541,Yerbogachen,RU,61.2767,108.0108,-16.96,100,94,3.11,overcast clouds
542,Bilma,NE,18.6853,12.9164,58.37,16,0,18.59,clear sky
543,Rodino,RU,52.5,80.25,14.09,95,86,8.43,overcast clouds
544,Rehoboth,NA,-23.3167,17.0833,68.2,81,89,5.17,moderate rain
545,Port Macquarie,AU,-31.4333,152.9167,78.89,71,7,4.45,clear sky
546,Villa Del Rosario,CO,7.8339,-72.4742,75.58,69,75,8.05,broken clouds
547,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,69.46,97,100,3.87,light rain
548,Canton,CN,23.1167,113.25,52.0,47,92,8.37,light rain
549,Morehead,US,37.2711,-87.1764,42.55,45,0,9.22,clear sky
550,Winnemucca,US,40.973,-117.7357,48.25,29,0,3.44,clear sky
551,Birao,CF,10.2849,22.7882,66.16,18,6,5.7,clear sky
552,Saint Marys,US,30.7305,-81.5465,55.65,31,0,1.99,clear sky
553,Jagraon,IN,30.7833,75.4833,46.2,58,0,2.33,clear sky
554,Vila Velha,BR,-20.3297,-40.2925,78.94,85,0,1.01,clear sky
555,Ovsyanka,RU,55.9575,92.5519,-11.78,99,46,4.07,scattered clouds
556,Jacareacanga,BR,-6.2222,-57.7528,71.58,97,100,1.97,overcast clouds
557,Sukumo,JP,32.9333,132.7333,39.42,63,5,8.7,clear sky
558,Vrangel,RU,42.7297,133.0839,14.0,67,4,8.52,clear sky
559,Amudat,UG,1.95,34.95,72.03,48,72,4.07,broken clouds
560,Sibolga,ID,1.7427,98.7792,75.81,89,96,3.31,overcast clouds
561,Sesimbra,PT,38.4445,-9.1015,57.85,55,0,8.14,clear sky
562,Ust-Kulom,RU,61.6864,53.6902,-9.58,100,87,2.59,overcast clouds
563,Jambi,ID,-1.6,103.6167,72.79,99,49,2.04,scattered clouds
564,Viedma,AR,-40.8135,-62.9967,63.18,45,53,20.2,broken clouds
565,Berekua,DM,15.2333,-61.3167,77.85,75,19,9.13,few clouds
566,Manuk Mangkaw,PH,4.8,119.85,81.23,74,67,7.94,broken clouds
567,Biak,ID,-0.9131,122.8766,77.27,79,99,6.69,overcast clouds
568,Kasongo-Lunda,CD,-6.4667,16.8167,71.92,88,100,2.08,overcast clouds
569,Badou,TG,7.5833,0.6,74.88,15,82,5.14,broken clouds
570,Raudeberg,NO,61.9875,5.1352,33.87,71,100,5.01,overcast clouds
571,Mae Sai,TH,20.4335,99.8762,56.89,71,1,2.44,clear sky
572,Morant Bay,JM,17.8815,-76.4093,78.42,85,44,8.68,scattered clouds
573,Lichuan,CN,30.3,108.85,29.16,94,90,1.72,snow
574,Kloulklubed,PW,7.0419,134.2556,75.7,73,98,14.25,overcast clouds
575,Constantine,DZ,36.365,6.6147,38.61,75,0,3.44,clear sky
576,Bonavista,CA,48.6499,-53.1147,38.12,72,89,35.03,overcast clouds
577,Gifhorn,DE,52.4833,10.55,39.38,73,100,1.99,overcast clouds
578,Baruun-Urt,MN,46.6806,113.2792,-8.5,95,77,4.76,broken clouds
579,Flin Flon,CA,54.7682,-101.865,6.64,78,100,6.91,light snow
580,Ahipara,NZ,-35.1667,173.1667,75.45,53,97,12.75,overcast clouds
581,Putina,PE,-15.4667,-69.4333,50.97,71,63,13.67,broken clouds
582,Nioro,GM,13.35,-15.75,83.44,20,86,5.06,overcast clouds
583,Hualmay,PE,-11.0964,-77.6139,72.19,79,100,9.84,overcast clouds
584,Paita,PE,-5.0892,-81.1144,77.56,77,84,14.38,broken clouds
585,Chara,RU,56.9064,118.2631,-20.16,90,95,1.68,overcast clouds
586,Nelson Bay,AU,-32.7167,152.15,81.75,80,71,1.99,broken clouds
587,Bordighera,IT,43.7806,7.6645,57.31,83,0,3.0,clear sky
588,San Miguel,SV,13.4833,-88.1833,94.6,31,0,8.05,clear sky
589,Praia,CV,14.9215,-23.5087,70.34,68,75,20.71,broken clouds
590,Havelock,US,34.8791,-76.9013,44.94,64,13,7.7,few clouds
591,Mount Isa,AU,-20.7333,139.5,76.77,94,75,12.66,broken clouds
592,Kharitonovo,RU,61.4009,47.4978,-2.25,100,94,4.07,overcast clouds
593,Anju,KP,39.6178,125.6647,20.16,51,1,2.66,clear sky
594,Tual,ID,-5.6667,132.75,84.07,77,100,20.0,overcast clouds
595,Vallenar,CL,-28.5708,-70.7581,73.02,50,0,6.4,clear sky
596,Ampanihy,MG,-24.7,44.75,69.76,79,68,11.39,broken clouds
597,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,88,75,22.62,broken clouds
598,Kiama,AU,-34.6833,150.8667,82.26,71,23,5.99,few clouds
599,Kisumu,KE,-0.1022,34.7617,67.6,81,54,5.55,broken clouds
600,Gat,IL,31.61,34.7642,48.81,100,0,4.74,clear sky
601,Yashkul,RU,46.1711,45.3435,30.61,89,61,7.87,broken clouds
602,Cockburn Town,TC,21.4612,-71.1419,75.16,69,75,13.8,broken clouds
603,Mattru,SL,7.6244,-11.8332,73.65,91,14,1.97,few clouds
604,Tezu,IN,27.9167,96.1667,51.08,54,21,3.96,few clouds
605,Amapa,BR,1.0,-52.0,71.82,99,77,2.57,broken clouds
606,Gobabis,NA,-22.45,18.9667,67.21,83,78,13.33,light rain
607,Vestmanna,FO,62.1564,-7.1664,34.72,75,100,32.21,overcast clouds
608,Steinbach,DE,50.1667,8.5667,36.88,80,0,3.44,clear sky
609,Port Blair,IN,11.6667,92.75,71.37,72,34,6.87,scattered clouds
610,Wajima,JP,37.4,136.9,36.09,58,100,9.71,overcast clouds
611,Ekhabi,RU,53.5102,142.9671,9.14,93,100,21.25,light snow
612,Kalengwa,ZM,-13.4659,25.0027,63.82,97,100,4.61,overcast clouds
613,Pangai,TO,-19.8,-174.35,80.92,76,99,9.89,light rain
614,Saint-Pierre,RE,-21.3393,55.4781,76.68,73,9,11.5,clear sky
615,Eydhafushi,MV,5.1033,73.0708,81.52,76,29,13.2,scattered clouds
616,Mahibadhoo,MV,3.7833,72.9667,81.86,75,64,13.06,broken clouds
617,Dunedin,NZ,-45.8742,170.5036,68.81,67,1,11.99,clear sky
618,Yerofey Pavlovich,RU,53.9667,121.9667,-5.06,94,100,2.93,overcast clouds
619,Contamana,PE,-7.3333,-75.0167,74.7,93,100,2.64,overcast clouds
620,Tiangua,BR,-3.7322,-40.9917,66.25,92,100,5.3,overcast clouds
621,Chinhoyi,ZW,-17.3667,30.2,62.11,96,72,4.74,broken clouds
622,Chicama,PE,-7.8447,-79.1469,66.74,71,100,8.14,overcast clouds
623,Kragujevac,RS,44.0167,20.9167,37.69,72,6,12.19,clear sky
624,Nakamura,JP,32.9833,132.9333,36.28,69,4,4.56,clear sky
625,Luyang,CN,27.6239,110.0989,34.74,99,100,1.77,light snow
626,Taksimo,RU,56.3444,114.8794,-20.15,94,79,1.39,broken clouds
627,Yeniseysk,RU,58.4497,92.1703,-2.06,100,100,2.46,overcast clouds
628,Belmonte,BR,-15.8631,-38.8828,81.1,82,9,11.36,clear sky
629,Sangar,RU,63.9242,127.4739,-35.95,100,85,1.88,overcast clouds
630,Bosconia,CO,9.9689,-73.8836,83.1,54,59,7.11,broken clouds
631,North Platte,US,41.1239,-100.7654,60.69,15,0,10.0,clear sky
632,Muriwai Beach,NZ,-36.8167,174.45,75.96,61,90,14.23,overcast clouds
633,Trinidad,BO,-14.8333,-64.9,84.18,79,40,6.91,scattered clouds
634,Pelym,RU,61.0108,61.9978,-10.25,100,100,2.62,overcast clouds
635,Kargasok,RU,59.0556,80.8572,6.58,95,100,8.77,overcast clouds
636,Dubrovka,RU,53.6907,33.5071,31.98,96,98,10.63,light snow
637,Manzhouli,CN,49.6,117.4333,-13.67,96,13,5.95,few clouds
638,San Vicente,AR,-26.6167,-54.1333,70.18,72,38,3.65,light rain
639,Mayo,US,38.8876,-76.5119,31.35,54,40,3.0,scattered clouds
640,Liverpool,GB,53.4106,-2.9779,47.28,78,75,15.99,broken clouds
641,Botwood,CA,49.1499,-55.3482,33.31,69,85,21.32,overcast clouds
642,Joaima,BR,-16.6542,-41.0306,73.04,92,82,0.6,broken clouds
643,Madang,PG,-5.2246,145.7966,78.75,85,100,5.12,overcast clouds
644,Maningrida,AU,-12.0667,134.2667,79.97,86,100,13.73,overcast clouds
645,Oussouye,SN,12.485,-16.5469,78.98,71,100,9.75,overcast clouds
646,Avera,US,33.194,-82.5271,57.88,53,0,12.01,clear sky
647,Punta Alta,AR,-38.8759,-62.0736,63.5,56,67,15.12,broken clouds
648,Eirunepe,BR,-6.6603,-69.8736,78.93,75,99,2.77,overcast clouds
649,Mandalgovi,MN,45.7625,106.2708,-1.66,82,8,8.28,clear sky
650,Zaragoza,ES,41.6561,-0.8773,48.85,56,0,4.0,clear sky
651,Taoudenni,ML,22.6783,-3.9836,72.43,14,82,18.03,broken clouds
652,Billings,US,45.7833,-108.5007,50.5,28,75,16.11,broken clouds
653,Ibra,OM,22.6906,58.5334,66.13,36,0,2.44,clear sky
654,Chimoio,MZ,-19.1164,33.4833,71.46,100,20,1.36,few clouds
655,Becerril,CO,9.7041,-73.2793,85.71,42,82,3.98,broken clouds
656,Aksu,CN,41.1231,80.2644,21.45,57,4,0.56,clear sky
657,Jeremie,HT,18.65,-74.1167,74.68,85,77,11.16,broken clouds
658,Shu,KZ,43.5983,73.7614,29.68,83,62,3.76,broken clouds
659,Mkushi,ZM,-13.6202,29.3939,62.78,97,94,2.28,overcast clouds
660,Umm Lajj,SA,25.0213,37.2685,64.06,60,89,9.44,overcast clouds
661,Atherton,GB,53.5237,-2.4935,46.89,77,90,15.01,overcast clouds
662,Moose Factory,CA,51.2585,-80.6094,-5.8,65,40,5.75,scattered clouds
663,Swan River,CA,52.1058,-101.2676,21.09,73,93,10.36,overcast clouds
664,Cidreira,BR,-30.1811,-50.2056,73.76,70,5,18.92,clear sky
665,Panacan,PH,9.2463,118.4082,77.9,86,85,5.97,overcast clouds
666,Seryshevo,RU,51.0933,128.3786,-19.88,99,22,3.13,few clouds
667,Siguiri,GN,11.6667,-9.5,76.96,16,5,3.47,clear sky
668,Saint-Augustin,CA,51.226,-58.6502,15.15,84,99,36.31,overcast clouds
669,Vilyuysk,RU,63.7553,121.6247,-25.31,99,91,3.76,overcast clouds
670,Antofagasta,CL,-23.65,-70.4,69.08,78,16,7.87,few clouds
671,Krasnoselkup,RU,65.7,82.4667,2.3,95,99,8.23,overcast clouds
672,Cap-Haitien,HT,19.7578,-72.2042,74.61,82,58,11.5,broken clouds
673,Apiai,BR,-24.5094,-48.8425,62.87,100,99,1.74,overcast clouds
674,Marienburg,PL,54.0359,19.0266,37.06,65,100,21.18,overcast clouds
675,Fulton,US,33.7668,-84.4499,56.86,33,0,3.0,clear sky
676,Klaksvik,FO,62.2266,-6.589,36.52,67,100,39.48,overcast clouds
677,Anuradhapura,LK,8.3565,80.4173,71.24,97,14,4.36,few clouds
